ticket_no,request_id,requestor_seniority,filed_against,ticket_type,severity,priority,max_day,severity_score,priority_score,risk_score,high_risk
32738,1362,2 - Regular,Hardware,Issue,2 - Normal,3 - High,7,2,3,17,1
32739,1251,2 - Regular,Systems,Issue,2 - Normal,1 - Low,5,2,1,11,1
32740,999,4 - Management,Systems,Request,2 - Normal,3 - High,5,2,3,13,1
32741,1686,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,0,2,2,2,0
32742,1189,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,0,2,2,2,0
32743,1271,2 - Regular,Software,Request,2 - Normal,2 - Medium,4,2,2,10,0
32744,365,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
32745,269,2 - Regular,Systems,Request,3 - Major,3 - High,5,3,3,18,1
32746,705,2 - Regular,Systems,Request,2 - Normal,3 - High,8,2,3,19,1
32747,1115,1 - Junior,Systems,Issue,2 - Normal,1 - Low,5,2,1,11,1
32748,674,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,7,2,0,14,1
32749,1155,1 - Junior,Systems,Request,2 - Normal,3 - High,19,2,3,41,1
32750,289,3 - Senior,Access/Login,Request,2 - Normal,1 - Low,0,2,1,1,0
32751,689,4 - Management,Systems,Issue,2 - Normal,2 - Medium,4,2,2,10,0
32752,94,3 - Senior,Hardware,Request,2 - Normal,0 - Unassigned,12,2,0,24,1
32753,1428,3 - Senior,Systems,Issue,2 - Normal,0 - Unassigned,9,2,0,18,1
32754,1563,2 - Regular,Software,Issue,2 - Normal,2 - Medium,2,2,2,6,0
32755,1370,4 - Management,Software,Issue,3 - Major,3 - High,2,3,3,9,0
32756,1387,2 - Regular,Systems,Request,2 - Normal,2 - Medium,5,2,2,12,1
32757,1076,2 - Regular,Systems,Request,3 - Major,2 - Medium,15,3,2,47,1
32758,1464,3 - Senior,Systems,Issue,2 - Normal,3 - High,5,2,3,13,1
32759,696,2 - Regular,Hardware,Issue,2 - Normal,1 - Low,15,2,1,31,1
32760,46,4 - Management,Systems,Issue,2 - Normal,0 - Unassigned,4,2,0,8,0
32761,802,4 - Management,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
32762,900,4 - Management,Systems,Issue,2 - Normal,0 - Unassigned,1,2,0,2,0
32763,834,1 - Junior,Systems,Request,2 - Normal,2 - Medium,16,2,2,34,1
32764,347,3 - Senior,Systems,Request,2 - Normal,3 - High,5,2,3,13,1
32765,884,3 - Senior,Software,Request,2 - Normal,3 - High,7,2,3,17,1
32766,1877,4 - Management,Software,Request,2 - Normal,0 - Unassigned,3,2,0,6,0
32767,407,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
32768,1407,4 - Management,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
32769,470,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,0,2,1,1,0
32770,298,3 - Senior,Access/Login,Issue,2 - Normal,0 - Unassigned,0,2,0,0,0
32771,768,2 - Regular,Systems,Issue,2 - Normal,1 - Low,3,2,1,7,0
32772,1885,2 - Regular,Software,Request,2 - Normal,2 - Medium,7,2,2,16,1
32773,1880,2 - Regular,Systems,Request,2 - Normal,2 - Medium,14,2,2,30,1
32774,304,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
32775,1199,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,4,2,0,8,0
32776,302,3 - Senior,Software,Request,2 - Normal,3 - High,5,2,3,13,1
32777,1458,1 - Junior,Systems,Request,2 - Normal,1 - Low,7,2,1,15,1
32778,1709,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,1,2,0,2,0
32779,1089,1 - Junior,Systems,Request,2 - Normal,2 - Medium,9,2,2,20,1
32780,942,2 - Regular,Systems,Request,2 - Normal,1 - Low,6,2,1,13,1
32781,885,3 - Senior,Access/Login,Request,2 - Normal,3 - High,1,2,3,5,0
32782,47,4 - Management,Access/Login,Issue,2 - Normal,3 - High,1,2,3,5,0
32783,1467,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,1,2,0,2,0
32784,1481,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
32785,524,2 - Regular,Software,Issue,2 - Normal,0 - Unassigned,12,2,0,24,1
32786,1189,2 - Regular,Software,Issue,2 - Normal,1 - Low,2,2,1,5,0
32787,1449,2 - Regular,Systems,Request,2 - Normal,2 - Medium,15,2,2,32,1
32788,1486,3 - Senior,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
32789,78,3 - Senior,Systems,Request,2 - Normal,3 - High,7,2,3,17,1
32790,1281,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,19,2,0,38,1
32791,1430,4 - Management,Access/Login,Request,3 - Major,3 - High,0,3,3,3,0
32792,1686,2 - Regular,Systems,Issue,2 - Normal,3 - High,4,2,3,11,1
32793,403,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,3,2,0,6,0
32794,270,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,0,2,1,1,0
32795,1204,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,1,2,1,3,0
32796,479,2 - Regular,Hardware,Request,2 - Normal,0 - Unassigned,16,2,0,32,1
32797,1574,1 - Junior,Software,Request,2 - Normal,0 - Unassigned,3,2,0,6,0
32798,1868,2 - Regular,Systems,Request,2 - Normal,3 - High,5,2,3,13,1
32799,1019,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,2,2,1,5,0
32800,1776,4 - Management,Software,Request,2 - Normal,3 - High,2,2,3,7,0
32801,903,3 - Senior,Systems,Issue,2 - Normal,3 - High,1,2,3,5,0
32802,1594,3 - Senior,Systems,Request,2 - Normal,3 - High,16,2,3,35,1
32803,1159,1 - Junior,Software,Issue,2 - Normal,3 - High,11,2,3,25,1
32804,911,1 - Junior,Access/Login,Issue,2 - Normal,0 - Unassigned,0,2,0,0,0
32805,164,2 - Regular,Access/Login,Issue,1 - Minor,1 - Low,0,1,1,1,0
32806,1961,4 - Management,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
32807,705,2 - Regular,Software,Request,2 - Normal,3 - High,7,2,3,17,1
32808,691,2 - Regular,Systems,Request,2 - Normal,1 - Low,23,2,1,47,1
32809,1112,2 - Regular,Systems,Request,2 - Normal,3 - High,17,2,3,37,1
32810,1447,4 - Management,Systems,Issue,0 - Unclassified,3 - High,2,0,3,3,0
32811,776,3 - Senior,Software,Request,2 - Normal,0 - Unassigned,3,2,0,6,0
32812,1870,4 - Management,Hardware,Request,2 - Normal,3 - High,11,2,3,25,1
32813,1207,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,0,2,1,1,0
32814,681,4 - Management,Systems,Request,2 - Normal,3 - High,7,2,3,17,1
32815,235,3 - Senior,Systems,Request,4 - Critical,3 - High,6,4,3,27,1
32816,831,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,0,2,1,1,0
32817,261,2 - Regular,Software,Request,2 - Normal,3 - High,3,2,3,9,0
32818,1123,2 - Regular,Systems,Request,2 - Normal,2 - Medium,13,2,2,28,1
32819,338,1 - Junior,Systems,Request,2 - Normal,1 - Low,15,2,1,31,1
32820,561,3 - Senior,Hardware,Request,2 - Normal,0 - Unassigned,10,2,0,20,1
32821,730,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
32822,394,1 - Junior,Access/Login,Issue,2 - Normal,0 - Unassigned,0,2,0,0,0
32823,597,1 - Junior,Software,Request,2 - Normal,0 - Unassigned,15,2,0,30,1
32824,1701,1 - Junior,Systems,Request,2 - Normal,3 - High,30,2,3,63,1
32825,586,4 - Management,Systems,Request,2 - Normal,2 - Medium,13,2,2,28,1
32826,93,4 - Management,Access/Login,Issue,2 - Normal,3 - High,0,2,3,3,0
32827,1603,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,0,2,1,1,0
32828,1441,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
32829,421,2 - Regular,Systems,Request,2 - Normal,3 - High,26,2,3,55,1
32830,218,2 - Regular,Systems,Issue,2 - Normal,2 - Medium,1,2,2,4,0
32831,1500,4 - Management,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
32832,681,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,17,2,0,34,1
32833,875,4 - Management,Systems,Request,2 - Normal,3 - High,5,2,3,13,1
32834,1771,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
32835,1854,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,21,2,0,42,1
32836,995,4 - Management,Systems,Issue,3 - Major,0 - Unassigned,5,3,0,15,1
32837,1229,1 - Junior,Software,Request,2 - Normal,0 - Unassigned,10,2,0,20,1
32838,1457,4 - Management,Access/Login,Issue,4 - Critical,3 - High,0,4,3,3,0
32839,514,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,5,2,0,10,0
32840,208,2 - Regular,Systems,Request,2 - Normal,1 - Low,17,2,1,35,1
32841,1599,2 - Regular,Software,Request,2 - Normal,1 - Low,7,2,1,15,1
32842,704,2 - Regular,Systems,Request,2 - Normal,2 - Medium,14,2,2,30,1
32843,331,2 - Regular,Systems,Request,2 - Normal,3 - High,6,2,3,15,1
32844,1206,2 - Regular,Systems,Issue,2 - Normal,3 - High,3,2,3,9,0
32845,1543,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
32846,1201,1 - Junior,Access/Login,Request,2 - Normal,2 - Medium,0,2,2,2,0
32847,322,3 - Senior,Access/Login,Request,2 - Normal,2 - Medium,0,2,2,2,0
32848,305,1 - Junior,Systems,Issue,1 - Minor,1 - Low,7,1,1,8,0
32849,1614,2 - Regular,Systems,Request,2 - Normal,3 - High,6,2,3,15,1
32850,831,2 - Regular,Systems,Issue,2 - Normal,2 - Medium,5,2,2,12,1
32851,1342,3 - Senior,Systems,Issue,2 - Normal,3 - High,1,2,3,5,0
32852,35,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
32853,45,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,1,2,2,4,0
32854,348,1 - Junior,Hardware,Request,2 - Normal,1 - Low,31,2,1,63,1
32855,1864,2 - Regular,Systems,Request,2 - Normal,1 - Low,14,2,1,29,1
32856,1062,2 - Regular,Hardware,Issue,2 - Normal,3 - High,5,2,3,13,1
32857,1667,2 - Regular,Hardware,Request,2 - Normal,0 - Unassigned,12,2,0,24,1
32858,1536,2 - Regular,Access/Login,Issue,2 - Normal,3 - High,0,2,3,3,0
32859,1141,3 - Senior,Systems,Request,2 - Normal,3 - High,15,2,3,33,1
32860,647,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,21,2,0,42,1
32861,44,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
32862,823,1 - Junior,Systems,Request,2 - Normal,1 - Low,6,2,1,13,1
32863,1839,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
32864,1896,4 - Management,Hardware,Request,2 - Normal,3 - High,14,2,3,31,1
32865,1072,3 - Senior,Systems,Request,2 - Normal,2 - Medium,15,2,2,32,1
32866,1913,2 - Regular,Hardware,Request,0 - Unclassified,0 - Unassigned,12,0,0,0,0
32867,1374,3 - Senior,Hardware,Issue,2 - Normal,3 - High,6,2,3,15,1
32868,388,3 - Senior,Access/Login,Request,1 - Minor,0 - Unassigned,0,1,0,0,0
32869,387,2 - Regular,Hardware,Issue,2 - Normal,2 - Medium,7,2,2,16,1
32870,784,2 - Regular,Systems,Issue,1 - Minor,3 - High,3,1,3,6,0
32871,285,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,0,2,2,2,0
32872,290,2 - Regular,Hardware,Issue,2 - Normal,3 - High,7,2,3,17,1
32873,483,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
32874,950,4 - Management,Software,Request,2 - Normal,3 - High,4,2,3,11,1
32875,1575,2 - Regular,Systems,Request,2 - Normal,2 - Medium,10,2,2,22,1
32876,56,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,1,2,1,3,0
32877,1653,2 - Regular,Hardware,Request,2 - Normal,3 - High,10,2,3,23,1
32878,1192,3 - Senior,Systems,Request,2 - Normal,3 - High,17,2,3,37,1
32879,690,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
32880,1357,2 - Regular,Hardware,Request,2 - Normal,0 - Unassigned,12,2,0,24,1
32881,1620,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,0,2,2,2,0
32882,762,1 - Junior,Hardware,Request,2 - Normal,2 - Medium,40,2,2,82,1
32883,1931,2 - Regular,Systems,Request,2 - Normal,1 - Low,12,2,1,25,1
32884,1297,4 - Management,Software,Request,2 - Normal,0 - Unassigned,9,2,0,18,1
32885,1567,1 - Junior,Access/Login,Request,2 - Normal,2 - Medium,1,2,2,4,0
32886,1689,2 - Regular,Software,Request,2 - Normal,3 - High,10,2,3,23,1
32887,261,2 - Regular,Access/Login,Issue,2 - Normal,3 - High,0,2,3,3,0
32888,1242,2 - Regular,Systems,Request,1 - Minor,1 - Low,10,1,1,11,1
32889,1081,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,1,2,1,3,0
32890,1147,2 - Regular,Systems,Request,1 - Minor,3 - High,7,1,3,10,0
32891,329,4 - Management,Software,Issue,2 - Normal,0 - Unassigned,1,2,0,2,0
32892,502,2 - Regular,Hardware,Request,3 - Major,1 - Low,22,3,1,67,1
32893,1010,3 - Senior,Software,Issue,2 - Normal,3 - High,13,2,3,29,1
32894,1860,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,0,2,1,1,0
32895,265,2 - Regular,Software,Request,2 - Normal,1 - Low,6,2,1,13,1
32896,537,4 - Management,Systems,Request,2 - Normal,3 - High,17,2,3,37,1
32897,4,4 - Management,Software,Issue,2 - Normal,3 - High,4,2,3,11,1
32898,1026,3 - Senior,Systems,Request,2 - Normal,3 - High,13,2,3,29,1
32899,1495,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,0,2,1,1,0
32900,1832,3 - Senior,Hardware,Request,2 - Normal,0 - Unassigned,27,2,0,54,1
32901,640,2 - Regular,Systems,Request,2 - Normal,3 - High,17,2,3,37,1
32902,82,2 - Regular,Systems,Request,2 - Normal,2 - Medium,13,2,2,28,1
32903,1263,3 - Senior,Systems,Request,2 - Normal,3 - High,18,2,3,39,1
32904,420,3 - Senior,Access/Login,Request,2 - Normal,2 - Medium,0,2,2,2,0
32905,224,3 - Senior,Access/Login,Issue,2 - Normal,0 - Unassigned,0,2,0,0,0
32906,10,2 - Regular,Software,Request,3 - Major,1 - Low,9,3,1,28,1
32907,256,2 - Regular,Systems,Request,2 - Normal,1 - Low,5,2,1,11,1
32908,1204,1 - Junior,Access/Login,Request,2 - Normal,2 - Medium,0,2,2,2,0
32909,350,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,7,2,0,14,1
32910,1805,4 - Management,Systems,Issue,2 - Normal,0 - Unassigned,2,2,0,4,0
32911,1753,1 - Junior,Systems,Request,3 - Major,0 - Unassigned,7,3,0,21,1
32912,1146,1 - Junior,Systems,Issue,2 - Normal,0 - Unassigned,6,2,0,12,1
32913,689,4 - Management,Systems,Issue,2 - Normal,3 - High,1,2,3,5,0
32914,1692,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
32915,169,2 - Regular,Access/Login,Request,2 - Normal,3 - High,1,2,3,5,0
32916,1503,1 - Junior,Access/Login,Request,2 - Normal,0 - Unassigned,1,2,0,2,0
32917,231,4 - Management,Systems,Request,2 - Normal,3 - High,25,2,3,53,1
32918,276,2 - Regular,Access/Login,Issue,2 - Normal,2 - Medium,0,2,2,2,0
32919,217,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
32920,1967,3 - Senior,Software,Request,2 - Normal,0 - Unassigned,4,2,0,8,0
32921,1808,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
32922,639,2 - Regular,Hardware,Issue,2 - Normal,1 - Low,12,2,1,25,1
32923,718,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,0,2,1,1,0
32924,1090,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,5,2,0,10,0
32925,448,4 - Management,Access/Login,Request,1 - Minor,2 - Medium,0,1,2,2,0
32926,1758,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
32927,285,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,0,2,1,1,0
32928,1739,2 - Regular,Systems,Request,2 - Normal,3 - High,12,2,3,27,1
32929,232,1 - Junior,Software,Issue,2 - Normal,2 - Medium,3,2,2,8,0
32930,553,3 - Senior,Hardware,Issue,2 - Normal,0 - Unassigned,10,2,0,20,1
32931,40,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
32932,216,4 - Management,Systems,Request,2 - Normal,3 - High,7,2,3,17,1
32933,991,2 - Regular,Systems,Request,2 - Normal,2 - Medium,13,2,2,28,1
32934,10,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,1,2,0,2,0
32935,555,2 - Regular,Systems,Request,1 - Minor,1 - Low,17,1,1,18,1
32936,1210,2 - Regular,Systems,Request,2 - Normal,3 - High,5,2,3,13,1
32937,273,4 - Management,Software,Issue,3 - Major,3 - High,3,3,3,12,1
32938,1036,3 - Senior,Access/Login,Issue,2 - Normal,3 - High,0,2,3,3,0
32939,1996,3 - Senior,Software,Issue,2 - Normal,2 - Medium,3,2,2,8,0
32940,1113,2 - Regular,Hardware,Request,2 - Normal,0 - Unassigned,34,2,0,68,1
32941,707,2 - Regular,Systems,Request,3 - Major,0 - Unassigned,8,3,0,24,1
32942,293,4 - Management,Software,Request,2 - Normal,3 - High,14,2,3,31,1
32943,1536,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,6,2,0,12,1
32944,50,2 - Regular,Systems,Request,2 - Normal,3 - High,6,2,3,15,1
32945,1950,4 - Management,Systems,Request,2 - Normal,3 - High,16,2,3,35,1
32946,1828,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
32947,1986,2 - Regular,Access/Login,Issue,2 - Normal,0 - Unassigned,0,2,0,0,0
32948,1472,4 - Management,Access/Login,Request,2 - Normal,3 - High,1,2,3,5,0
32949,1203,3 - Senior,Access/Login,Issue,2 - Normal,3 - High,0,2,3,3,0
32950,1457,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,5,2,0,10,0
32951,1361,4 - Management,Hardware,Request,2 - Normal,3 - High,10,2,3,23,1
32952,1131,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,13,2,0,26,1
32953,1922,1 - Junior,Access/Login,Request,2 - Normal,2 - Medium,1,2,2,4,0
32954,171,4 - Management,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
32955,1064,4 - Management,Software,Issue,2 - Normal,3 - High,5,2,3,13,1
32956,947,3 - Senior,Software,Request,2 - Normal,0 - Unassigned,2,2,0,4,0
32957,804,2 - Regular,Access/Login,Request,3 - Major,0 - Unassigned,0,3,0,0,0
32958,909,2 - Regular,Software,Request,2 - Normal,1 - Low,9,2,1,19,1
32959,1376,2 - Regular,Systems,Request,2 - Normal,1 - Low,16,2,1,33,1
32960,421,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,13,2,0,26,1
32961,1808,2 - Regular,Hardware,Request,1 - Minor,2 - Medium,28,1,2,30,1
32962,1135,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
32963,10,2 - Regular,Access/Login,Request,3 - Major,3 - High,0,3,3,3,0
32964,1238,1 - Junior,Access/Login,Issue,1 - Minor,3 - High,0,1,3,3,0
32965,705,2 - Regular,Software,Issue,2 - Normal,3 - High,0,2,3,3,0
32966,614,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,1,2,0,2,0
32967,1065,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,2,2,0,4,0
32968,835,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,16,2,0,32,1
32969,1854,2 - Regular,Systems,Issue,2 - Normal,2 - Medium,3,2,2,8,0
32970,1279,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,13,2,0,26,1
32971,1181,2 - Regular,Hardware,Request,2 - Normal,0 - Unassigned,12,2,0,24,1
32972,1627,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,0,2,1,1,0
32973,409,1 - Junior,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
32974,1767,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
32975,1163,4 - Management,Systems,Request,2 - Normal,3 - High,5,2,3,13,1
32976,755,3 - Senior,Systems,Request,2 - Normal,3 - High,7,2,3,17,1
32977,612,3 - Senior,Systems,Issue,2 - Normal,3 - High,3,2,3,9,0
32978,1603,1 - Junior,Software,Issue,4 - Critical,3 - High,6,4,3,27,1
32979,1215,4 - Management,Systems,Issue,2 - Normal,3 - High,5,2,3,13,1
32980,1907,4 - Management,Systems,Issue,2 - Normal,3 - High,11,2,3,25,1
32981,1610,2 - Regular,Systems,Issue,1 - Minor,2 - Medium,2,1,2,4,0
32982,1966,2 - Regular,Systems,Request,2 - Normal,3 - High,10,2,3,23,1
32983,967,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,0,2,2,2,0
32984,1869,2 - Regular,Systems,Request,2 - Normal,3 - High,25,2,3,53,1
32985,1949,1 - Junior,Hardware,Request,2 - Normal,1 - Low,11,2,1,23,1
32986,862,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,20,2,0,40,1
32987,147,2 - Regular,Software,Issue,4 - Critical,3 - High,0,4,3,3,0
32988,802,4 - Management,Hardware,Request,2 - Normal,3 - High,11,2,3,25,1
32989,374,1 - Junior,Systems,Request,2 - Normal,1 - Low,15,2,1,31,1
32990,343,2 - Regular,Systems,Issue,2 - Normal,2 - Medium,1,2,2,4,0
32991,1139,3 - Senior,Software,Request,2 - Normal,2 - Medium,2,2,2,6,0
32992,595,4 - Management,Access/Login,Request,0 - Unclassified,3 - High,0,0,3,3,0
32993,1603,1 - Junior,Systems,Request,2 - Normal,1 - Low,13,2,1,27,1
32994,1200,2 - Regular,Systems,Request,2 - Normal,1 - Low,6,2,1,13,1
32995,1646,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
32996,1735,1 - Junior,Hardware,Request,2 - Normal,0 - Unassigned,17,2,0,34,1
32997,1142,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
32998,467,2 - Regular,Hardware,Request,2 - Normal,3 - High,11,2,3,25,1
32999,1235,2 - Regular,Access/Login,Issue,2 - Normal,0 - Unassigned,0,2,0,0,0
33000,1330,2 - Regular,Systems,Request,2 - Normal,2 - Medium,6,2,2,14,1
33001,1491,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,3,2,0,6,0
33002,617,1 - Junior,Access/Login,Request,2 - Normal,2 - Medium,0,2,2,2,0
33003,118,2 - Regular,Software,Request,2 - Normal,1 - Low,8,2,1,17,1
33004,822,2 - Regular,Access/Login,Issue,2 - Normal,0 - Unassigned,0,2,0,0,0
33005,1831,3 - Senior,Systems,Request,3 - Major,3 - High,23,3,3,72,1
33006,408,4 - Management,Software,Request,2 - Normal,3 - High,5,2,3,13,1
33007,577,1 - Junior,Systems,Issue,2 - Normal,1 - Low,1,2,1,3,0
33008,872,3 - Senior,Software,Issue,2 - Normal,3 - High,1,2,3,5,0
33009,403,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,15,2,0,30,1
33010,383,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,8,2,0,16,1
33011,1646,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,5,2,0,10,0
33012,1358,2 - Regular,Hardware,Issue,2 - Normal,0 - Unassigned,14,2,0,28,1
33013,455,2 - Regular,Systems,Request,2 - Normal,1 - Low,7,2,1,15,1
33014,1750,4 - Management,Software,Issue,2 - Normal,3 - High,0,2,3,3,0
33015,929,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,5,2,0,10,0
33016,1872,1 - Junior,Access/Login,Issue,2 - Normal,1 - Low,0,2,1,1,0
33017,1984,2 - Regular,Software,Issue,2 - Normal,2 - Medium,1,2,2,4,0
33018,535,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,1,2,0,2,0
33019,1223,2 - Regular,Access/Login,Issue,2 - Normal,3 - High,0,2,3,3,0
33020,596,4 - Management,Hardware,Request,2 - Normal,0 - Unassigned,35,2,0,70,1
33021,526,4 - Management,Systems,Request,2 - Normal,3 - High,6,2,3,15,1
33022,1641,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,15,2,0,30,1
33023,1861,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,19,2,0,38,1
33024,1194,4 - Management,Software,Request,2 - Normal,1 - Low,4,2,1,9,0
33025,1371,1 - Junior,Systems,Request,3 - Major,2 - Medium,13,3,2,41,1
33026,1280,4 - Management,Software,Request,3 - Major,3 - High,6,3,3,21,1
33027,513,4 - Management,Software,Request,2 - Normal,3 - High,14,2,3,31,1
33028,92,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,19,2,0,38,1
33029,336,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,1,2,0,2,0
